TransactionID,CustomerID,TransactionDate,Amount,Currency,PaymentMethod,Status
2938,333,21/10/2021,1077.69,GBP,Credit Card,Pending
2939,547,03/02/2023,4026.03,USD,Debit Card,Pending
2940,227,05/01/2021,1283.62,GBP,Credit Card,Pending
2941,1492,03/10/2025,1487.1,USD,Debit Card,Pending
2942,424,25/02/2023,2168.24,GBP,Credit Card,Pending
2943,519,05/07/2023,4522.6,EUR,Credit Card,Pending
2944,1244,20/04/2024,106.3,USD,Credit Card,Failed
2945,1834,24/03/2024,1558.65,EUR,Bank Transfer,Completed
2946,1394,19/11/2021,4746.11,USD,Debit Card,Failed
2947,11,10/03/2024,4645.94,GBP,Debit Card,Failed
2948,911,16/09/2023,1753.61,GBP,Credit Card,Completed
2949,958,15/02/2021,2736.85,EUR,Debit Card,Pending
2950,1236,01/04/2020,167.96,USD,Debit Card,Pending
2951,1491,22/07/2024,2020.83,USD,Debit Card,Pending
2952,970,05/06/2023,3306.7,USD,Debit Card,Pending
2953,845,20/06/2023,3722.13,EUR,Bank Transfer,Completed
2954,1474,30/09/2021,4631.16,EUR,Credit Card,Pending
2955,478,28/11/2021,4564.63,EUR,Credit Card,Failed
2956,1702,23/06/2021,977.12,EUR,Bank Transfer,Completed
2957,1783,17/06/2021,2060.72,USD,Bank Transfer,Completed
2958,977,31/01/2022,4687.94,GBP,Debit Card,Completed
2959,308,09/05/2025,2292.33,EUR,Credit Card,Completed
2960,954,14/12/2023,3464.6,GBP,Bank Transfer,Failed
2961,1673,11/04/2022,1504.63,GBP,Debit Card,Failed
2962,250,12/08/2023,4530.96,USD,Credit Card,Completed
2963,799,17/08/2024,2858.96,GBP,Debit Card,Pending
2964,1433,01/12/2024,355.84,GBP,Credit Card,Completed
2965,8,21/02/2022,2403.93,USD,Credit Card,Pending
2966,1641,13/02/2022,1800.43,GBP,Credit Card,Failed
2967,1007,07/11/2021,1289.6,EUR,Bank Transfer,Pending
2968,1670,29/07/2020,4588,USD,Debit Card,Completed
2969,1361,04/05/2021,2532.3,EUR,Debit Card,Completed
2970,191,22/04/2022,4743.54,GBP,Credit Card,Pending
2971,1643,15/01/2023,4385.21,USD,Bank Transfer,Completed
2972,387,15/03/2023,1788.13,USD,Bank Transfer,Failed
2973,1684,20/02/2025,4801.46,USD,Debit Card,Pending
2974,847,01/05/2021,4375.51,USD,Debit Card,Completed
2975,1271,01/07/2023,3353.73,USD,Bank Transfer,Pending
2976,1376,15/03/2024,1992.4,EUR,Debit Card,Completed
2977,1583,30/05/2020,3515.4,GBP,Credit Card,Completed
2978,991,06/01/2021,363.04,GBP,Bank Transfer,Completed
2979,1987,01/10/2025,2834.5,USD,Credit Card,Completed
2980,193,16/12/2022,471.8,GBP,Bank Transfer,Completed
2981,1671,17/05/2024,958.79,GBP,Credit Card,Completed
2982,723,14/11/2021,432.72,GBP,Bank Transfer,Pending
2983,333,28/05/2023,1340.31,GBP,Bank Transfer,Pending
2984,1822,31/01/2024,349.59,EUR,Debit Card,Pending
2985,1190,27/04/2023,3563.41,EUR,Debit Card,Completed
2986,674,17/03/2022,3566.58,GBP,Credit Card,Completed
2987,876,16/11/2020,3864.86,USD,Debit Card,Failed
2988,1184,09/02/2024,2699.04,GBP,Debit Card,Failed
2989,1797,28/02/2024,4941.08,GBP,Debit Card,Failed
2990,1866,06/11/2023,2998.9,USD,Debit Card,Completed
2991,919,13/05/2025,839.37,USD,Credit Card,Completed
2992,1816,14/03/2023,3776.12,GBP,Bank Transfer,Completed
2993,465,13/12/2020,4306.94,EUR,Bank Transfer,Failed
2994,1814,12/05/2021,250.39,USD,Bank Transfer,Pending
2995,149,17/05/2021,2548.9,EUR,Debit Card,Pending
2996,219,24/07/2023,4558.43,USD,Bank Transfer,Completed
2997,83,07/01/2022,1504.63,EUR,Bank Transfer,Failed
2998,404,16/10/2020,2044.07,USD,Credit Card,Pending
2999,777,20/08/2024,1088.63,EUR,Credit Card,Pending
3000,959,15/05/2023,1911.2,EUR,Bank Transfer,Completed
3001,1289,29/06/2025,2202.67,EUR,Debit Card,Pending
3002,373,20/02/2024,3848.34,GBP,Bank Transfer,Pending
3003,531,12/07/2022,3845.91,EUR,Debit Card,Failed
3004,241,01/10/2022,3709.6,EUR,Credit Card,Completed
3005,1740,11/03/2023,1664.89,USD,Credit Card,Pending
3006,1475,21/02/2022,1576.02,USD,Credit Card,Pending
3007,1524,08/01/2020,60.18,GBP,Bank Transfer,Pending
3008,1715,28/07/2021,4964.35,GBP,Bank Transfer,Completed
3009,912,01/06/2021,1768.36,EUR,Debit Card,Failed
3010,1055,21/03/2024,1596.78,EUR,Bank Transfer,Pending
3011,669,01/08/2021,3172.21,USD,Bank Transfer,Completed
3012,412,08/02/2025,4489.33,GBP,Debit Card,Failed
3013,1968,21/09/2023,2336.72,USD,Bank Transfer,Failed
3014,1313,20/08/2022,2170.94,GBP,Debit Card,Pending
3015,1977,02/11/2022,4079.47,GBP,Bank Transfer,Failed
3016,825,02/03/2025,4678.05,USD,Credit Card,Failed
3017,1133,05/10/2024,1858.47,GBP,Bank Transfer,Completed
3018,1084,10/03/2021,95.7,GBP,Bank Transfer,Failed
3019,382,09/04/2025,3219.55,USD,Credit Card,Pending
3020,1100,24/01/2021,2055.53,EUR,Bank Transfer,Completed
3021,1314,16/09/2023,1623.26,USD,Debit Card,Completed
3022,1726,26/10/2022,2818.17,EUR,Credit Card,Completed
3023,148,08/02/2021,1553.1,GBP,Credit Card,Failed
3024,1503,07/11/2025,3442.43,USD,Debit Card,Pending
3025,10,15/01/2023,3836.23,USD,Debit Card,Failed
3026,1175,14/09/2022,1084.86,USD,Bank Transfer,Pending
3027,128,14/12/2022,3355.45,USD,Debit Card,Completed
3028,546,02/02/2023,1737.07,EUR,Debit Card,Completed
3029,22,08/09/2021,116.4,GBP,Bank Transfer,Pending
3030,1812,20/06/2020,2170.56,USD,Bank Transfer,Failed
3031,1811,28/03/2021,4715.53,EUR,Credit Card,Completed
3032,925,23/01/2022,3315.3,USD,Credit Card,Pending
3033,1009,07/02/2023,4174.82,EUR,Bank Transfer,Completed
3034,864,10/05/2023,1648.83,USD,Credit Card,Pending
3035,86,04/08/2024,313.09,USD,Debit Card,Pending
3036,1749,26/01/2024,434.44,EUR,Credit Card,Completed
3037,271,19/05/2024,3591.44,USD,Bank Transfer,Completed
3038,503,11/06/2023,2967.6,USD,Bank Transfer,Completed
3039,1533,23/09/2020,4884.97,GBP,Bank Transfer,Completed
3040,893,26/08/2020,1630.4,EUR,Debit Card,Failed
3041,1439,31/12/2023,2847.49,USD,Debit Card,Pending
3042,1882,16/11/2023,1191.88,EUR,Debit Card,Failed
3043,944,12/05/2024,1420.57,EUR,Bank Transfer,Pending
3044,1737,15/07/2024,3040.08,GBP,Bank Transfer,Completed
3045,620,11/05/2020,3110.04,EUR,Debit Card,Pending
3046,1409,14/09/2022,1329.58,GBP,Debit Card,Pending
3047,1764,11/05/2023,3919.27,GBP,Credit Card,Pending
3048,1048,17/11/2021,2564.6,USD,Credit Card,Pending
3049,412,19/06/2025,4098.31,GBP,Debit Card,Pending
3050,1537,14/01/2023,4939.94,EUR,Bank Transfer,Pending
3051,1605,31/01/2020,2190.26,GBP,Debit Card,Pending
3052,440,11/09/2022,603.87,EUR,Bank Transfer,Pending
3053,412,11/06/2021,4989.82,USD,Debit Card,Completed
3054,1420,16/12/2024,196.97,USD,Bank Transfer,Failed
3055,437,04/12/2021,4183.79,GBP,Credit Card,Failed
3056,923,30/11/2025,2163.97,USD,Debit Card,Completed
3057,1173,16/04/2023,2149.95,USD,Bank Transfer,Pending
3058,1247,06/07/2023,332.81,EUR,Bank Transfer,Failed
3059,306,02/11/2023,3825.42,USD,Debit Card,Failed
3060,1798,12/12/2021,1359.4,USD,Credit Card,Completed
3061,1466,06/02/2021,56.77,GBP,Debit Card,Pending
3062,1687,06/12/2024,1495.41,USD,Debit Card,Completed
3063,449,12/01/2022,4174.17,GBP,Credit Card,Completed
3064,301,02/11/2020,2553.53,USD,Debit Card,Failed
3065,1920,01/08/2020,2315.16,USD,Debit Card,Pending
3066,483,16/05/2024,4371.89,USD,Bank Transfer,Failed
3067,1564,26/05/2021,2132.21,GBP,Credit Card,Completed
3068,987,09/09/2020,1590.27,EUR,Debit Card,Pending
3069,629,13/09/2022,1808.69,GBP,Bank Transfer,Pending
3070,1478,28/08/2024,2771.1,EUR,Bank Transfer,Completed
3071,233,01/09/2020,2900.39,USD,Debit Card,Completed
3072,1319,21/10/2022,1833.15,USD,Debit Card,Completed
3073,507,30/01/2022,2002.16,EUR,Debit Card,Completed
3074,1054,19/03/2025,2731.57,USD,Credit Card,Failed
3075,827,08/08/2022,1258.21,GBP,Bank Transfer,Completed
3076,1060,24/03/2023,1622.64,GBP,Credit Card,Pending
3077,1637,26/12/2023,1326.14,EUR,Bank Transfer,Failed
3078,239,09/12/2025,3816.49,USD,Credit Card,Completed
3079,455,28/01/2022,698.19,USD,Credit Card,Failed
3080,1069,03/02/2022,1411.86,GBP,Bank Transfer,Completed
3081,207,11/07/2025,3828.91,USD,Bank Transfer,Pending
3082,242,10/08/2023,3170.49,USD,Debit Card,Completed
3083,288,12/05/2024,4736.69,GBP,Bank Transfer,Failed
3084,850,19/02/2020,2204.56,GBP,Credit Card,Completed
3085,854,23/03/2025,3654.88,EUR,Debit Card,Completed
3086,1687,06/10/2024,60.94,USD,Credit Card,Pending
3087,1161,14/05/2025,2053.77,EUR,Debit Card,Completed
3088,1538,01/03/2023,586.42,USD,Credit Card,Pending
3089,868,20/06/2023,120.42,USD,Credit Card,Completed
3090,1684,23/08/2021,4771.52,GBP,Bank Transfer,Pending
3091,1672,14/09/2022,3543.85,USD,Debit Card,Completed
3092,1173,10/12/2023,3684.75,GBP,Credit Card,Completed
3093,869,25/08/2025,297.52,EUR,Bank Transfer,Failed
3094,283,26/12/2020,3899.15,EUR,Bank Transfer,Completed
3095,113,18/04/2025,657.59,GBP,Credit Card,Completed
3096,1883,09/01/2023,3861.9,GBP,Bank Transfer,Failed
3097,1393,31/01/2020,1163.35,GBP,Bank Transfer,Pending
3098,869,16/10/2023,4726.22,GBP,Credit Card,Failed
3099,1058,20/06/2023,2215.73,GBP,Credit Card,Failed
3100,771,28/10/2020,4132.86,EUR,Credit Card,Pending
3101,897,07/08/2025,3445.82,EUR,Debit Card,Failed
3102,1924,12/11/2020,1702.44,EUR,Debit Card,Completed
3103,668,20/11/2021,2318.27,USD,Credit Card,Completed
3104,1954,18/01/2020,4296.62,EUR,Bank Transfer,Pending
3105,1179,09/03/2024,4254.76,USD,Credit Card,Failed
3106,332,25/04/2025,3596.49,USD,Credit Card,Completed
3107,1099,30/07/2020,2469.98,USD,Credit Card,Completed
3108,283,19/11/2022,4213.18,EUR,Bank Transfer,Pending
3109,1469,26/08/2023,3623.67,USD,Credit Card,Completed
3110,426,14/01/2025,4821.87,USD,Debit Card,Completed
3111,591,10/09/2024,3269.91,GBP,Bank Transfer,Completed
3112,444,19/03/2020,3911.26,EUR,Credit Card,Completed
3113,103,14/09/2021,1603.68,USD,Debit Card,Pending
3114,1338,21/08/2020,2147.13,EUR,Debit Card,Completed
3115,1259,21/01/2021,1224.25,USD,Bank Transfer,Pending
3116,1967,07/02/2020,2101.26,USD,Bank Transfer,Completed
3117,1968,12/01/2024,1750.68,EUR,Bank Transfer,Failed
3118,1050,29/07/2024,4665.15,EUR,Debit Card,Completed
3119,806,13/04/2025,3992.11,USD,Bank Transfer,Pending
3120,154,02/08/2024,1367.02,USD,Credit Card,Failed
3121,1678,15/02/2020,4415.46,GBP,Bank Transfer,Completed
3122,780,09/07/2024,4342.97,EUR,Credit Card,Failed
3123,1730,14/12/2024,97.65,GBP,Bank Transfer,Completed
3124,58,01/01/2020,2409.77,EUR,Credit Card,Completed
3125,1252,05/02/2024,4088.57,GBP,Debit Card,Failed
3126,671,20/05/2024,59.76,USD,Debit Card,Pending
3127,1996,04/04/2020,4953.02,EUR,Debit Card,Pending
3128,1022,29/05/2020,3172.47,EUR,Bank Transfer,Completed
3129,1239,02/02/2021,3666.46,USD,Debit Card,Completed
3130,855,15/01/2021,2729.71,GBP,Bank Transfer,Pending
3131,1145,21/10/2020,2265.56,USD,Debit Card,Failed
3132,1554,17/06/2020,2108.85,USD,Bank Transfer,Completed
3133,1167,15/09/2025,3149.4,USD,Credit Card,Completed
3134,231,10/09/2020,4450.37,USD,Bank Transfer,Pending
3135,1321,19/08/2025,602.55,GBP,Credit Card,Pending
3136,836,26/10/2025,498.35,USD,Debit Card,Completed
3137,401,26/11/2025,1530.38,GBP,Credit Card,Failed
3138,263,28/12/2020,2974.78,EUR,Credit Card,Completed
3139,1804,20/09/2023,3813.86,EUR,Debit Card,Pending
3140,1825,03/11/2020,3475.47,GBP,Bank Transfer,Failed
3141,797,22/09/2021,2974.77,USD,Credit Card,Pending
3142,1725,21/09/2024,968.05,EUR,Debit Card,Completed
3143,1620,27/12/2021,657.4,GBP,Credit Card,Completed
3144,1649,04/08/2020,3176.01,GBP,Bank Transfer,Failed
3145,448,14/11/2020,4652.47,GBP,Credit Card,Failed
3146,1428,24/03/2025,3930.07,USD,Credit Card,Failed
3147,731,23/11/2022,4799.08,EUR,Debit Card,Failed
3148,209,09/04/2022,2773.2,USD,Debit Card,Completed
3149,899,01/02/2025,1969.19,USD,Credit Card,Failed
3150,434,25/12/2024,1340.14,USD,Debit Card,Pending
3151,1111,09/06/2023,3242.34,USD,Credit Card,Pending
3152,192,23/04/2025,1156.6,USD,Bank Transfer,Completed
3153,1964,25/10/2025,4347.35,EUR,Debit Card,Completed
3154,884,17/01/2023,1965.3,GBP,Debit Card,Completed
3155,1180,12/11/2025,165.44,GBP,Bank Transfer,Completed
3156,983,20/01/2025,3226.93,GBP,Debit Card,Completed
3157,646,03/12/2025,1081.33,EUR,Debit Card,Pending
3158,1277,26/04/2022,2703.77,USD,Credit Card,Completed
3159,810,06/01/2021,2038.67,USD,Credit Card,Pending
3160,977,25/05/2024,3918.86,GBP,Bank Transfer,Pending
3161,1037,09/04/2021,3019.07,GBP,Bank Transfer,Completed
3162,220,24/08/2025,2790.42,EUR,Credit Card,Pending
3163,331,04/10/2025,831.85,USD,Debit Card,Completed
3164,1250,03/11/2020,1252.15,EUR,Debit Card,Failed
3165,222,11/04/2023,4716.46,GBP,Bank Transfer,Pending
3166,1530,30/05/2020,4840.95,GBP,Credit Card,Pending
3167,1557,21/04/2020,687.43,GBP,Debit Card,Pending
3168,1257,14/04/2024,271.43,USD,Credit Card,Pending
3169,161,26/11/2023,1357.31,USD,Bank Transfer,Failed
3170,1344,05/04/2024,1545.23,GBP,Debit Card,Completed
3171,1387,27/10/2023,3382.79,EUR,Bank Transfer,Failed
3172,1060,29/10/2020,2719.95,USD,Credit Card,Completed
3173,1056,04/07/2020,4417.42,EUR,Debit Card,Failed
3174,673,27/06/2023,1701.17,USD,Credit Card,Completed
3175,1959,13/11/2021,22.67,EUR,Bank Transfer,Completed
3176,1218,13/07/2022,3701.48,USD,Debit Card,Completed
3177,380,25/09/2022,4020.7,EUR,Debit Card,Failed
3178,285,24/02/2021,4273.55,EUR,Credit Card,Pending
3179,228,03/02/2024,94.3,USD,Bank Transfer,Completed
3180,496,31/01/2020,352.05,EUR,Debit Card,Failed
3181,705,22/12/2021,3783.61,EUR,Credit Card,Completed
3182,744,02/03/2021,4192.5,EUR,Debit Card,Failed
3183,1551,21/05/2025,3451.4,USD,Debit Card,Failed
3184,684,06/12/2024,422.99,GBP,Debit Card,Pending
3185,1544,18/05/2025,634.88,EUR,Bank Transfer,Completed
3186,736,27/01/2022,1767.46,EUR,Debit Card,Completed
3187,1644,23/01/2022,2736.2,EUR,Bank Transfer,Pending
3188,24,24/05/2023,1698.68,GBP,Bank Transfer,Pending
3189,1305,27/08/2022,369.93,EUR,Credit Card,Completed
3190,1036,09/03/2021,3065.94,GBP,Bank Transfer,Pending
3191,133,24/09/2023,613.22,EUR,Debit Card,Failed
3192,1306,03/01/2021,2833.73,EUR,Credit Card,Failed
3193,1207,20/02/2022,3806.5,EUR,Bank Transfer,Completed
3194,1417,10/06/2021,1117.63,GBP,Debit Card,Pending
3195,639,12/03/2020,1587.84,USD,Bank Transfer,Failed
3196,1173,16/09/2024,1690.28,USD,Bank Transfer,Completed
3197,221,23/01/2025,427.79,GBP,Debit Card,Failed
3198,518,25/10/2020,1320.7,EUR,Bank Transfer,Failed
3199,771,02/01/2024,505.64,USD,Credit Card,Failed
3200,85,05/09/2024,1384,USD,Credit Card,Completed
3201,711,27/07/2020,439.73,GBP,Credit Card,Completed
3202,39,29/06/2023,3908.54,EUR,Bank Transfer,Completed
3203,1827,31/01/2022,3237.56,USD,Credit Card,Pending
3204,946,09/01/2024,3400.78,USD,Bank Transfer,Pending
3205,1550,19/07/2022,549.31,USD,Debit Card,Completed
3206,1566,18/01/2023,4473.22,USD,Credit Card,Completed
3207,351,17/10/2025,3199.57,GBP,Credit Card,Completed
3208,1519,15/10/2021,227.56,USD,Debit Card,Failed
3209,292,14/08/2024,2644.12,USD,Debit Card,Completed
3210,821,20/10/2023,1607.8,GBP,Credit Card,Completed
3211,1295,23/05/2024,4364.62,EUR,Bank Transfer,Completed
3212,516,21/04/2025,759.7,EUR,Debit Card,Failed
3213,30,21/11/2020,3282.86,EUR,Credit Card,Completed
3214,16,20/04/2020,4183.18,EUR,Credit Card,Pending
3215,107,09/10/2020,1890.84,GBP,Credit Card,Completed
3216,667,05/05/2023,4689.08,GBP,Debit Card,Completed
3217,799,06/07/2023,443.23,USD,Bank Transfer,Pending
3218,1891,04/07/2025,1198.74,EUR,Debit Card,Completed
3219,997,21/09/2024,4849.25,USD,Bank Transfer,Completed
3220,867,03/11/2025,3929.98,GBP,Debit Card,Completed
3221,1344,27/04/2020,192.25,EUR,Debit Card,Failed
3222,882,21/08/2021,2761.14,GBP,Bank Transfer,Pending
3223,703,25/10/2021,254.36,GBP,Bank Transfer,Failed
3224,1959,30/04/2024,361.48,USD,Bank Transfer,Pending
3225,1490,14/10/2020,2323.03,EUR,Bank Transfer,Completed
3226,412,07/11/2022,1411.46,GBP,Credit Card,Completed
3227,1488,28/01/2022,729.72,USD,Credit Card,Completed
3228,710,21/10/2022,117.35,USD,Debit Card,Pending
3229,509,08/03/2024,3120.01,EUR,Credit Card,Completed
3230,1581,11/08/2022,2006.29,USD,Debit Card,Completed
3231,32,11/04/2025,4106.51,GBP,Bank Transfer,Failed
3232,1208,09/07/2020,3637.83,EUR,Credit Card,Pending
3233,1752,22/10/2025,505.35,GBP,Credit Card,Failed
3234,871,08/08/2021,2017.85,EUR,Debit Card,Failed
3235,1788,23/04/2020,4074.89,EUR,Credit Card,Failed
3236,330,04/12/2020,2904.19,GBP,Debit Card,Completed
3237,79,08/04/2021,879.11,USD,Debit Card,Completed
3238,1988,15/07/2021,276.56,USD,Debit Card,Completed
3239,593,13/07/2023,2282.34,GBP,Bank Transfer,Completed
3240,1257,07/04/2022,4292.49,USD,Credit Card,Failed
3241,1941,07/04/2022,3150.06,USD,Bank Transfer,Pending
3242,1961,19/05/2025,3909.82,USD,Debit Card,Pending
3243,794,05/09/2021,2873.48,GBP,Bank Transfer,Failed
3244,52,10/10/2024,3442.13,EUR,Debit Card,Pending
3245,1533,10/12/2024,1686.84,GBP,Credit Card,Completed
3246,1001,31/12/2021,1168.7,GBP,Bank Transfer,Pending
3247,145,24/07/2025,189.28,USD,Credit Card,Pending
3248,1038,02/09/2020,1551.3,USD,Bank Transfer,Pending
3249,1361,15/05/2022,1824.6,GBP,Debit Card,Failed
3250,1661,19/08/2022,4435.5,GBP,Credit Card,Pending
3251,1375,18/08/2025,3744.18,USD,Bank Transfer,Failed
3252,533,15/09/2022,4065.46,GBP,Debit Card,Completed
3253,358,12/01/2021,3781.58,EUR,Debit Card,Pending
3254,393,31/01/2023,2237.34,GBP,Credit Card,Completed
3255,1434,22/02/2022,1431.9,EUR,Debit Card,Completed
3256,1688,09/09/2022,1677.61,USD,Credit Card,Pending
3257,543,08/11/2022,4636.24,EUR,Credit Card,Pending
3258,491,11/05/2022,2760.52,GBP,Credit Card,Failed
3259,1699,22/04/2020,4922.41,EUR,Credit Card,Pending
3260,1354,10/06/2024,746.18,GBP,Bank Transfer,Completed
3261,610,16/04/2025,4747.73,EUR,Credit Card,Pending
3262,466,26/01/2023,988.07,GBP,Bank Transfer,Failed
3263,1763,09/02/2025,1034.7,EUR,Bank Transfer,Pending
3264,1121,01/11/2023,384.42,USD,Credit Card,Pending
3265,994,14/02/2023,1267.45,USD,Credit Card,Failed
3266,1988,16/06/2025,98.83,EUR,Debit Card,Completed
3267,1205,16/08/2022,970.95,GBP,Bank Transfer,Completed
3268,1819,03/08/2023,2811.44,GBP,Credit Card,Failed
3269,641,10/06/2020,2485.9,EUR,Debit Card,Pending
3270,1983,25/12/2021,2378.76,EUR,Debit Card,Completed
3271,21,16/09/2020,1375.89,USD,Bank Transfer,Failed
3272,1140,07/12/2023,4167.79,USD,Debit Card,Failed
3273,1869,02/06/2025,2192.8,USD,Bank Transfer,Failed
3274,1857,30/04/2022,4972.18,EUR,Bank Transfer,Failed
3275,1192,16/06/2021,32.94,USD,Debit Card,Completed
3276,50,30/10/2020,4434.67,USD,Debit Card,Pending
3277,305,23/03/2022,2149.45,GBP,Bank Transfer,Failed
3278,757,07/06/2025,2917.59,GBP,Bank Transfer,Failed
3279,713,08/08/2024,1666.57,GBP,Debit Card,Completed
3280,175,25/12/2022,2548.68,GBP,Credit Card,Completed
3281,1389,27/01/2022,4083.8,EUR,Debit Card,Failed
3282,171,10/12/2022,3198.93,EUR,Credit Card,Failed
3283,665,14/08/2021,3312.55,USD,Credit Card,Completed
3284,274,10/09/2023,3993.48,USD,Credit Card,Failed
3285,298,08/05/2021,760.46,USD,Debit Card,Pending
3286,1491,22/06/2022,4345.47,EUR,Credit Card,Completed
3287,1790,20/03/2024,217.18,USD,Bank Transfer,Failed
3288,1909,23/06/2022,4876.59,USD,Debit Card,Completed
3289,1024,11/09/2021,3334.36,GBP,Bank Transfer,Pending
3290,1688,15/11/2020,1146.04,EUR,Debit Card,Pending
3291,329,15/03/2025,4232.15,EUR,Bank Transfer,Completed
3292,1380,03/11/2022,3665.18,USD,Debit Card,Failed
3293,827,09/01/2025,3796.46,USD,Debit Card,Failed
3294,1547,15/04/2020,3367.44,USD,Bank Transfer,Pending
3295,893,05/10/2023,1392.71,EUR,Credit Card,Completed
3296,1710,03/08/2020,4479.79,EUR,Debit Card,Pending
3297,934,28/07/2021,2639.37,USD,Bank Transfer,Pending
3298,1883,11/10/2020,3578.71,EUR,Debit Card,Completed
3299,1955,10/03/2020,4827.6,GBP,Debit Card,Completed
3300,1767,11/09/2020,2173.16,USD,Bank Transfer,Completed
3301,692,11/07/2023,4083.19,GBP,Bank Transfer,Pending
3302,717,28/07/2025,2854.44,USD,Debit Card,Failed
3303,1853,20/04/2024,4548.04,USD,Credit Card,Completed
3304,183,13/06/2020,657.47,EUR,Bank Transfer,Failed
3305,455,15/07/2025,4388.01,USD,Debit Card,Pending
3306,727,06/10/2025,3935.87,USD,Debit Card,Failed
3307,1022,21/04/2022,2668.34,USD,Bank Transfer,Completed
3308,1690,02/06/2021,3171.98,GBP,Credit Card,Completed
3309,46,21/11/2023,867.42,GBP,Bank Transfer,Failed
3310,776,22/10/2025,2970.29,GBP,Bank Transfer,Completed
3311,1638,13/02/2025,2636.11,EUR,Bank Transfer,Pending
3312,575,12/01/2023,157.69,EUR,Credit Card,Pending
3313,1158,22/04/2021,4623.92,USD,Debit Card,Completed
3314,1416,01/01/2021,4404.34,EUR,Bank Transfer,Failed
3315,378,11/09/2024,2819.54,USD,Debit Card,Failed
3316,13,19/06/2021,2662.2,EUR,Debit Card,Failed
3317,1995,10/01/2021,3134.11,USD,Debit Card,Completed
3318,257,25/03/2021,4046.47,GBP,Bank Transfer,Failed
3319,1165,30/03/2023,3947.56,GBP,Debit Card,Pending
3320,1176,07/07/2023,3929.16,EUR,Credit Card,Pending
3321,1309,01/09/2021,3508.95,GBP,Debit Card,Pending
3322,1626,27/05/2020,2274.78,USD,Credit Card,Completed
3323,1969,21/12/2024,1209.12,USD,Debit Card,Failed
3324,443,02/02/2021,1378.47,USD,Bank Transfer,Pending
3325,482,03/09/2024,35.39,USD,Debit Card,Pending
3326,1988,28/07/2024,598.76,EUR,Credit Card,Completed
3327,521,09/06/2020,1222.98,EUR,Credit Card,Completed
3328,1924,30/12/2024,3000.52,USD,Debit Card,Pending
3329,1624,26/01/2024,2223.1,GBP,Bank Transfer,Completed
3330,1177,02/04/2022,3979.52,GBP,Bank Transfer,Failed
3331,1173,10/05/2020,2405.7,EUR,Credit Card,Pending
3332,1515,08/02/2024,4090.29,EUR,Bank Transfer,Completed
3333,1483,19/02/2022,484.3,EUR,Bank Transfer,Pending
3334,1770,11/08/2023,4786.8,EUR,Bank Transfer,Pending
3335,1299,10/01/2021,60.09,USD,Bank Transfer,Pending
3336,204,22/10/2021,3610.71,EUR,Credit Card,Pending
3337,741,30/10/2020,3080.8,EUR,Debit Card,Completed
3338,786,25/04/2023,4370.91,GBP,Debit Card,Failed
3339,1072,28/01/2025,1227.21,USD,Credit Card,Completed
3340,802,10/09/2020,4116.03,EUR,Debit Card,Failed
3341,87,19/04/2023,496.7,GBP,Debit Card,Pending
3342,1412,16/09/2022,3687.89,GBP,Bank Transfer,Completed
3343,511,15/03/2021,4283.98,USD,Bank Transfer,Failed
3344,311,30/06/2025,2592.42,USD,Debit Card,Failed
3345,217,21/12/2021,4078.84,EUR,Debit Card,Pending
3346,1432,02/06/2021,2202.83,EUR,Bank Transfer,Failed
3347,475,10/09/2023,3962.15,USD,Credit Card,Completed
3348,1066,20/10/2023,471.69,GBP,Credit Card,Failed
3349,1390,25/04/2021,1310.13,EUR,Debit Card,Failed
3350,1662,30/09/2025,1853.44,EUR,Debit Card,Failed
3351,1385,18/12/2023,496.44,USD,Credit Card,Completed
3352,1038,17/05/2025,685,USD,Bank Transfer,Completed
3353,470,20/08/2023,662.2,GBP,Credit Card,Failed
3354,1680,27/11/2025,3473.31,GBP,Bank Transfer,Pending
3355,1954,08/03/2020,1649.57,USD,Debit Card,Failed
3356,1674,03/11/2020,3526.33,USD,Credit Card,Failed
3357,1823,25/12/2022,232.1,GBP,Bank Transfer,Completed
3358,325,28/10/2021,1552.24,GBP,Bank Transfer,Failed
3359,68,21/05/2023,2267.81,USD,Bank Transfer,Completed
3360,1375,25/06/2020,2221.84,EUR,Bank Transfer,Pending
3361,561,17/09/2021,1607.22,GBP,Debit Card,Pending
3362,1471,27/06/2020,794.87,EUR,Bank Transfer,Failed
3363,876,19/08/2022,2240.47,EUR,Credit Card,Pending
3364,1861,30/10/2021,4038.48,EUR,Credit Card,Completed
3365,1500,30/06/2023,761.05,GBP,Debit Card,Completed
3366,223,23/06/2023,1961.68,EUR,Debit Card,Completed
3367,924,15/04/2021,1382.05,GBP,Credit Card,Pending
3368,1989,16/08/2025,100.4,GBP,Debit Card,Failed
3369,1767,26/07/2024,3425.59,GBP,Credit Card,Failed
3370,1039,17/08/2022,3539.97,GBP,Debit Card,Failed
3371,630,13/02/2022,28.2,EUR,Credit Card,Pending
3372,1976,05/09/2023,1540.09,EUR,Debit Card,Completed
3373,1054,09/07/2022,2707.16,GBP,Bank Transfer,Completed
3374,852,23/07/2022,3401.53,EUR,Credit Card,Completed
3375,1729,01/10/2023,2645.79,GBP,Credit Card,Completed
3376,377,09/11/2024,4522.36,USD,Credit Card,Failed
3377,1268,07/10/2022,580.88,EUR,Bank Transfer,Completed
3378,1537,15/05/2023,1127.7,GBP,Debit Card,Failed
